event_id,timestamp,game_starting_time,minutes,home,away,home_score,away_score,chl_line,chl_hi,chl_low
20200213THU7,14/2/2020 06:40,14/2/2020 06:15,00:25:42,Zamora FC,Plaza Colonia,0,0,12.5,2.9,1.35
20200213THU7,14/2/2020 06:40,14/2/2020 06:15,00:25:52,Zamora FC,Plaza Colonia,0,0,11.5,2.1,1.65
20200213THU7,14/2/2020 06:40,14/2/2020 06:15,00:25:52,Zamora FC,Plaza Colonia,0,0,12.5,2.9,1.35
20200213THU7,14/2/2020 06:41,14/2/2020 06:15,00:26:02,Zamora FC,Plaza Colonia,0,0,10.5,1.68,2.05
20200213THU7,14/2/2020 06:41,14/2/2020 06:15,00:26:02,Zamora FC,Plaza Colonia,0,0,11.5,2.2,1.59
20200213THU7,14/2/2020 06:41,14/2/2020 06:15,00:26:12,Zamora FC,Plaza Colonia,0,0,10.5,1.68,2.05
20200213THU7,14/2/2020 06:41,14/2/2020 06:15,00:26:12,Zamora FC,Plaza Colonia,0,0,11.5,2.2,1.59
20200213THU7,14/2/2020 06:41,14/2/2020 06:15,00:26:22,Zamora FC,Plaza Colonia,0,0,10.5,1.68,2.05
20200213THU7,14/2/2020 06:41,14/2/2020 06:15,00:26:22,Zamora FC,Plaza Colonia,0,0,11.5,2.2,1.59
20200213THU7,14/2/2020 06:41,14/2/2020 06:15,00:26:32,Zamora FC,Plaza Colonia,0,0,10.5,1.68,2.05
20200213THU7,14/2/2020 06:41,14/2/2020 06:15,00:26:32,Zamora FC,Plaza Colonia,0,0,11.5,2.2,1.59
20200213THU7,14/2/2020 06:41,14/2/2020 06:15,00:26:43,Zamora FC,Plaza Colonia,0,0,10.5,1.68,2.05
20200213THU7,14/2/2020 06:41,14/2/2020 06:15,00:26:43,Zamora FC,Plaza Colonia,0,0,11.5,2.2,1.59
20200213THU7,14/2/2020 06:41,14/2/2020 06:15,00:26:53,Zamora FC,Plaza Colonia,0,0,10.5,1.68,2.05
20200213THU7,14/2/2020 06:41,14/2/2020 06:15,00:26:53,Zamora FC,Plaza Colonia,0,0,11.5,2.2,1.59
20200213THU7,14/2/2020 06:42,14/2/2020 06:15,00:27:03,Zamora FC,Plaza Colonia,0,0,10.5,1.68,2.05
20200213THU7,14/2/2020 06:42,14/2/2020 06:15,00:27:03,Zamora FC,Plaza Colonia,0,0,11.5,2.2,1.59
20200213THU7,14/2/2020 06:42,14/2/2020 06:15,00:27:13,Zamora FC,Plaza Colonia,0,0,10.5,1.74,1.97
20200213THU7,14/2/2020 06:42,14/2/2020 06:15,00:27:13,Zamora FC,Plaza Colonia,0,0,11.5,2.3,1.54
20200213THU7,14/2/2020 06:42,14/2/2020 06:15,00:27:39,Zamora FC,Plaza Colonia,0,0,10.5,1.74,1.97
20200213THU7,14/2/2020 06:42,14/2/2020 06:15,00:27:39,Zamora FC,Plaza Colonia,0,0,11.5,2.3,1.54
20200213THU7,14/2/2020 06:42,14/2/2020 06:15,00:27:49,Zamora FC,Plaza Colonia,0,0,10.5,1.74,1.97
20200213THU7,14/2/2020 06:42,14/2/2020 06:15,00:27:49,Zamora FC,Plaza Colonia,0,0,11.5,2.3,1.54
20200213THU7,14/2/2020 06:42,14/2/2020 06:15,00:27:59,Zamora FC,Plaza Colonia,0,0,10.5,1.74,1.97
20200213THU7,14/2/2020 06:42,14/2/2020 06:15,00:27:59,Zamora FC,Plaza Colonia,0,0,11.5,2.3,1.54
20200213THU7,14/2/2020 06:43,14/2/2020 06:15,00:28:09,Zamora FC,Plaza Colonia,0,0,10.5,1.74,1.97
20200213THU7,14/2/2020 06:43,14/2/2020 06:15,00:28:09,Zamora FC,Plaza Colonia,0,0,11.5,2.3,1.54
20200213THU7,14/2/2020 06:43,14/2/2020 06:15,00:28:19,Zamora FC,Plaza Colonia,0,0,10.5,1.74,1.97
20200213THU7,14/2/2020 06:43,14/2/2020 06:15,00:28:19,Zamora FC,Plaza Colonia,0,0,11.5,2.3,1.54
20200213THU7,14/2/2020 06:43,14/2/2020 06:15,00:28:29,Zamora FC,Plaza Colonia,0,0,10.5,1.74,1.97
20200213THU7,14/2/2020 06:43,14/2/2020 06:15,00:28:29,Zamora FC,Plaza Colonia,0,0,11.5,2.3,1.54
20200213THU7,14/2/2020 06:43,14/2/2020 06:15,00:28:39,Zamora FC,Plaza Colonia,0,0,10.5,1.74,1.97
